,id,title,vendor,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku
622,7655336804573,Trade Quality Martin Cox Black Bucket With Handle,Martin Cox,Car Care Accessories,2022-04-14T08:32:18+01:00,15.00,15.00,10000,True,549775171
623,7655336509661,Auto Finesse Hide Leather Cleaner 500Ml,Auto Finesse,Car Care Accessories,2022-04-14T08:32:08+01:00,50.00,50.00,500,True,552997560
624,7655335330013,Auto Finesse Hide Leather Conditioner 500Ml,Auto Finesse,Car Care Accessories,2022-04-14T08:31:49+01:00,65.00,65.00,500,True,552998530
625,7655334150365,Auto Finesse Spritz Interior Detailer 500Ml,Auto Finesse,Car Care Accessories,2022-04-14T08:31:30+01:00,50.00,50.00,500,True,552997580
626,7655333593309,Auto Finesse Total Interior Cleaner 1Ltr,Auto Finesse,Car Care Accessories,2022-04-14T08:31:22+01:00,80.00,80.00,1000,True,549990311
627,7655332184285,Triple Qx Professional Fabric Cleaner 5Ltr,Triple QX,Oil & Fluid,2022-04-14T08:30:52+01:00,83.00,79.00,500,True,542770180
628,7655332020445,Autobrite Fab Interior Upholstery Cleaner 500Ml,Autobrite,Car Care Accessories,2022-04-14T08:30:50+01:00,50.00,50.00,500,True,552983460
629,7655320158429,T-Cut Scratch Magic Pen 10Ml,T-Cut,Car Care Accessories,2022-04-14T09:32:06+01:00,90.00,,500,False,553995850
630,7655319568605,Carpoint Eccentric Polisher 230V 600W 50Hz,Carpoint,Car Care Accessories,2022-04-14T09:32:03+01:00,351.00,,4000,False,553990980
631,7655318454493,Diamondbrite Touch Clean 100Ml,Diamondbrite,Car Care Accessories,2022-04-14T09:34:01+01:00,20.00,20.00,500,True,552999960
632,7655317799133,Poorboys Bird Sh#T Remover 473Ml,Poorboys,Car Care Accessories,2022-04-14T09:33:53+01:00,60.00,60.00,500,False,552999330
633,7655317438685,Poorboys Spray & Wipe 473Ml,Poorboys,Car Care Accessories,2022-04-14T09:33:50+01:00,60.00,,500,False,552999310
634,7655317340381,Poorboys Qd+ Quick Detailer 473Ml,Poorboys,Car Care Accessories,2022-04-14T09:33:49+01:00,71.00,,500,False,552999300
635,7655314948317,Auto Finesse Tread Tyre Cleaner 500Ml,Auto Finesse,Car Care Accessories,2022-04-14T09:33:31+01:00,60.00,60.00,500,True,552998550
636,7655314489565,Auto Finesse Avalanche Snow Foam Cola Bottles 1Ltr,Auto Finesse,Car Care Accessories,2022-04-14T09:33:28+01:00,70.00,72.00,1000,True,552998310
637,7655314391261,Auto Finesse Glisten Spray Wax 5Ltr,Auto Finesse,Car Care Accessories,2022-04-14T09:33:27+01:00,149.00,149.00,5000,True,552998230
638,7655313899741,Auto Finesse Lather Shampoo 5Ltr,Auto Finesse,Car Care Accessories,2022-04-14T09:33:21+01:00,224.00,224.00,5000,True,552997640
639,7655313408221,Auto Finesse Revitalise Kit V2,Auto Finesse,Car Care Accessories,2022-04-14T09:33:16+01:00,472.00,472.00,3000,True,552997540
640,7655311704285,Auto Finesse Dressle All Purpose Dressing 500Ml,Auto Finesse,Car Care Accessories,2022-04-14T09:35:07+01:00,60.00,60.00,500,True,552997240
641,7655310983389,Auto Finesse Crystal Glass Cleaner 500Ml,Auto Finesse,Car Care Accessories,2022-04-14T09:35:02+01:00,60.00,60.00,500,True,552997170
642,7655310393565,Auto Finesse Iron Out Contaminate Remover 1Ltr,Auto Finesse,Car Care Accessories,2022-04-14T09:34:57+01:00,100.00,100.00,1000,True,552997110
643,7655308919005,Auto Finesse Verso All Purpose Cleaner 1Ltr,Auto Finesse,Car Care Accessories,2022-04-14T09:34:52+01:00,53.00,50.00,1000,True,552997050
644,7655307837661,Simoniz Ultra Care Alloy Cleaner 500ml,Simoniz,Car Care Accessories,2023-02-24T01:33:48+00:00,21.00,,500,False,552996430
645,7655306723549,Autobrite Citrus Wash - Multi Purpose Cleaner 5Ltr,Autobrite,Car Care Accessories,2022-04-14T09:34:35+01:00,177.00,177.00,5000,True,552989010
646,7655305806045,Autobrite Metalworkx Metal Cleaner  Polish 100G,Autobrite,Car Care Accessories,2022-04-14T09:34:28+01:00,43.00,45.00,300,True,552983520
647,7655305347293,Autobrite Crystal Superior Glass Cleaner 500Ml,Autobrite,Car Care Accessories,2022-04-14T09:35:54+01:00,45.00,45.00,500,True,552983440
648,7655303643357,Martin Cox Trade Quality Deluxe Grill Spoke Brush,Martin Cox,Car Care Accessories,2022-04-14T09:35:42+01:00,25.00,27.00,1000,True,552980550
